# Fuentes oficiales candidatas por auto — marca<TAB>modelo<TAB>url
#
# Se aplica con:  npx tsx --env-file=.env.local scripts/validar-fuentes.ts data/fuentes-candidatas.tsv
# y de ahí a Sanity con: scripts/import-sheet-fuentes.ts (tras revisar en el Sheet).
#
# Armado a mano cruzando sitemaps de marca, buscadores y los patrones de cada sitio.
# Vale conservarlo: el descubrimiento automatico solo llega a ~48 de 182 porque la mayoria
# de los sitios chilenos no exponen el catalogo sin JavaScript.

Dongfeng	E70	https://dongfengindumotora.cl/cotizador.html?modelo=6737621adf1d723e84d4d389 	# necesita navegador
Fiat	500 e	https://www.fiat.cl/modelos/500e.html 	# necesita navegador
Ford	Escape HEV	https://www.ford.cl/
Ford	F-150 Híbrida	https://www.ford.cl/hibridos/f-150-hibrida/
Ford	F-150 Platinum HEV	https://www.ford.cl/hibridos/f-150-hibrida/
Ford	Maverick HEV	https://www.ford.cl/pickups/maverick/models/
Ford	Territory	https://www.ford.cl/suvs-crossovers/territory/
GAC	AION ES	https://www.gacautos.cl/modelos/electricos/aion-es/
GAC	AION Y	https://www.gacautos.cl/modelos/electricos/aion-y/
GWM	Ora 03	https://www.gwm.cl/vehiculo/ora/ora-03/
GWM	Ora 03 GT	https://www.gwm.cl/vehiculo/ora/ora-03/
GWM	POER P500 HI4-T PHEV	https://www.gwm.cl/vehiculo/poer/nueva-poer-p500/
GWM	Tank 500 HEV	https://www.gwm.cl/vehiculo/tank/tank-500/
Geely	EX2	https://www.geely.cl/modelos/geely-ex2/
Geely	EX5	https://www.geely.cl/modelos/ex5/
Geely	EX5 E-DMi	https://www.geely.cl/modelos/geely-ex5-em-i/
Geely	EX5 EM-i	https://www.geely.cl/modelos/geely-ex5-em-i/
Haval	H6 Híbrido	https://www.gwm.cl/vehiculo/haval/h6-hev/
Haval	H7 Híbrido	https://www.gwm.cl/vehiculo/haval/h7/
Haval	Jolion Híbrido	https://www.gwm.cl/vehiculo/haval/jolion-hev/
Haval	Jolion Pro Híbrido	https://www.gwm.cl/vehiculo/haval/jolion-pro/
Honda	CRV Hybrid eHEV	https://autos.honda.cl/suv/cr-v-hibrido/
Hyundai	All New Palisade Híbrido	https://www.hyundai.cl/nuestros-modelos/hibridos/all-new-palisade-hibrido/
Hyundai	IONIQ 5	https://www.hyundai.cl/nuestros-modelos/electricos/
Hyundai	Inster	https://www.hyundai.cl/nuestros-modelos/ecologicos/all-new-inster/precios-y-financiamiento/
Hyundai	Kona Eléctrico	https://www.hyundai.cl/nuestros-modelos/ecologicos/all-new-kona-electrico/
Hyundai	Kona Híbrido	https://www.hyundai.cl/nuestros-modelos/ecologicos/all-new-kona-hibrido/precios-y-financiamiento/
Hyundai	Santa Fé Híbrido	https://www.hyundai.cl/nuestros-modelos/ecologicos/all-new-santa-fe-hibrido/precios-y-financiamiento/
Hyundai	Tucson Híbrido	https://www.hyundai.cl/nuestros-modelos/ecologicos/the-new-tucson-hibrido/
JAC	E-JS1	https://www.jacautoschile.cl/modelos/electricos/jac-e-js1/
JAC	E-JS4	https://www.jacautoschile.cl/modelos/electricos/jac-e-js4/
JAC	IGNITE 30X	https://www.jacautoschile.cl/modelos/electricos/jac-ignite-30x/
JAC	T9 EV	https://www.jacautoschile.cl/modelos/pickup/t9/
Jaecoo	6	https://www.omodajaecoo.cl/modelos/jaecoo-6/
Jaecoo	7 SHS	https://www.omodajaecoo.cl/modelos/jaecoo-7-shs/
Jaecoo	C5 SHS	https://www.omodajaecoo.cl/modelos/jaecoo-5/ 	# necesita navegador
Jeep	Avenger e-Hybrid	https://www.jeepcotizador.com/modelos.html 	# necesita navegador
Jeep	Compass 4xe	https://www.jeepcotizador.com/modelos.html 	# necesita navegador
Jetour	T1 PHEV	https://jetourchile.cl/web/jetour/w/t1-phev
Jetour	T2 PHEV	https://jetourchile.cl/web/jetour/w/t2-phev
Kia	Carnival	https://www.kia.cl/modelos/hibridos-electricos/kia-carnival.html
Kia	EV5	https://www.kia.cl/modelos/hibridos-electricos/kia-ev5.html
Kia	EV6	https://www.kia.cl/modelos/hibridos-electricos/kia-ev6.html
Kia	EV9	https://www.kia.cl/modelos/hibridos-electricos/kia-ev9.html
Kia	Sorento	https://www.kia.cl/modelos/hibridos-electricos/kia-sorento.html
Kia	Sportage Híbrido	https://www.kia.cl/modelos/hibridos-electricos/kia-sportage.html
Lexus	LBX	https://lexus.cl/es/modelos/lbx/lbx-active/
Lexus	NX	https://lexus.cl/es/modelos/nx/nx-350h-luxury/
Lexus	RZ 450 e	https://lexus.cl/es/modelos/ 	# necesita navegador
Lexus	UX	https://lexus.cl/es/modelos/ux/ux-300h-premium/
Lynk & Co	08 PHEV	https://www.lynkco.com/es-cl/lynkco08 	# necesita navegador
Lynk & Co	09 MHEV	https://www.lynkco.com/es-cl/lynkco09 	# necesita navegador
MG	3 Hybrid HEV	https://www.mgmotor.cl/
MG	4	https://www.mgmotor.cl/
MG	4 Urban EV	https://www.mgmotor.cl/
MG	Cyberster	https://www.mgmotor.cl/
MG	Marvel R	https://www.mgmotor.cl/
MG	S5 EV	https://www.mgmotor.cl/
MG	ZS EV	https://www.mgmotor.cl/
MG	ZS Hybrid	https://www.mgmotor.cl/
MINI	Aceman eléctrico	https://www.mini.cl/modelos/mini-aceman
MINI	Cooper Eléctrico	https://www.mini.cl/modelos/mini-cooper-electrico
MINI	Countryman eléctrico	https://www.mini.cl/modelos/mini-countryman
Maxus	All New T90 EV	https://maxus.cl/ 	# necesita navegador
Maxus	T90 EV	https://maxus.cl/w/all.new-t90
Mazda	CX60 SIGNATURE 2.5 PHEV	https://www.mazda.cl/vehiculo/mazda-cx-60/
Mercedes-Benz	EQA 350 4Matic	https://www.kaufmann.cl/automoviles/mercedes-benz 	# necesita navegador
Mercedes-Benz	EQS 450+	https://www.kaufmann.cl/automoviles/mercedes-benz/eqs 	# necesita navegador
Omoda	C5 SHS	https://www.omodajaecoo.cl/modelos/omoda-c5-shs/
Omoda	E5	https://www.omodajaecoo.cl/modelos/omoda-e5/
Ora	03	https://www.gwm.cl/vehiculo/ora/ora-03/
Peugeot	NEW 3008 MHEV	https://www.peugeot.cl/gama/suv-peugeot-3008-hibrido.html 	# necesita navegador
Peugeot	New 5008 MHEV	https://www.peugeot.cl/gama/new-5008.html 	# necesita navegador
Porsche	Cayenne Coupé Electric	https://compare.porsche.com/es-CL?model-series=cayenne
Porsche	Cayenne E-Hybrid	https://compare.porsche.com/es-CL?model-series=cayenne
Porsche	Cayenne E-Hybrid Coupé	https://compare.porsche.com/es-CL?model-series=cayenne
Porsche	Cayenne Electric	https://compare.porsche.com/es-CL?model-series=cayenne
Porsche	Macan Electric	https://compare.porsche.com/es-CL?model-series=macan
Porsche	Panamera 4 E-Hybrid	https://compare.porsche.com/es-CL?model-series=panamera
Porsche	Taycan	https://compare.porsche.com/es-CL?model-series=taycan
Porsche	Taycan 4 Cross Turismo	https://compare.porsche.com/es-CL?model-series=taycan
Renault	Arkana E-TECH Hybrid	https://renault.cl/modelo/arkana/
Renault	Koleos Full Hybrid E-Tech	https://renault.cl/modelo/koleos/
Riddara	RD6	https://www.riddarachile.cl/riddara-rd6 	# necesita navegador
SOUEAST	S06 PHEV	https://soueastchile.cl/s06
Skoda	Elroq	https://www.skoda.cl/elroq/elroq
Skoda	Enyaq EV	https://www.skoda.cl/enyaq/enyaq
Smart	#1	https://www.kaufmann.cl/automoviles/smart/smart-1
Smart	#3	https://www.kaufmann.cl/automoviles/smart/smart-3
Smart	#5	https://www.kaufmann.cl/automoviles/smart/smart-5
Subaru	Crosstrek Híbrido	https://www.subaru.cl/vehiculos/all-new-crosstrek-hibrido/
Subaru	Forester Híbrido	https://www.subaru.cl/vehiculos/all-new-forester-hibrido/
Subaru	Forester Strong Hybrid	https://www.subaru.cl/precios-y-especificaciones-new-forester-hybrid/
Subaru	Forester Strong Hybrid ASD	https://www.subaru.cl/precios-y-especificaciones-new-forester-hybrid/
Suzuki	Across Hybrid	https://www.suzuki.cl/vehiculo/across-hybrid/
Suzuki	Fronx Hybrid	https://www.suzuki.cl/vehiculo/fronx/
Suzuki	New Swift Hybrid	https://www.suzuki.cl/vehiculo/swift-hybrid/
Suzuki	Vitara Hybrid	https://www.suzuki.cl/vehiculo/across-hybrid/
Suzuki	e VITARA	https://www.suzuki.cl/vehiculo/e-vitara/
Tesla	Model 3	https://www.tesla.com/es_cl/inventory/new/m3 	# necesita navegador
Tesla	Model Y Juniper	https://www.tesla.com/es_cl/inventory/new/my 	# necesita navegador
Toyota	All New RAV4 Híbrido	https://toyota.cl/modelos/suv/all-new-rav4-hibrido/ 	# necesita navegador
Toyota	Corolla Cross Híbrido	https://toyota.cl/modelos/suv/corolla-cross-hybrid/ 	# necesita navegador
Toyota	Corolla Híbrido	https://toyota.cl/modelos/sedan/corolla-sedan/ 	# necesita navegador
Toyota	Yaris Cross Híbrido	https://toyota.cl/modelos/suv/yaris-cross-hybrid/ 	# necesita navegador
Toyota	Yaris Sedán Híbrido	https://toyota.cl/modelos/sedan/new-yaris-sedan-hybrid/ 	# necesita navegador
Toyota	bZ4X	https://toyota.cl/modelos/suv/auto-electrico-toyota-bz4x/ 	# necesita navegador
Volkswagen	ID.4	https://www.volkswagen.cl/id4/id4
Volkswagen	Tiguan E-TSI	https://www.volkswagen.cl/tiguan/nuevo-tiguan-MHEV
Volvo	EC40 Pure Electric	https://www.volvocars.com/cl/cars/ec40-electric/ 	# necesita navegador
Volvo	EX30	https://www.volvocars.com/cl/cars/ex30-electric/ 	# necesita navegador
Volvo	EX30 Cross Country	https://www.volvocars.com/cl/cars/ex30-electric/ 	# necesita navegador
Volvo	EX40 Pure Electric	https://www.volvocars.com/cl/cars/ex40-electric/ 	# necesita navegador
Volvo	EX90 Electric	https://www.volvocars.com/cl/cars/ex90-electric/ 	# necesita navegador
Volvo	XC60 Híbrido Enchufable	https://www.volvocars.com/cl/cars/xc60-hybrid/ 	# necesita navegador
Volvo	XC90 Plug-in Hybrid	https://www.volvocars.com/cl/cars/xc90-hybrid/ 	# necesita navegador

